GrossQTYRan,NumPerUnit,NumPerBundle,BoxLength,BoxWidth,BoxDepth,SheetLength,SheetWidth,NumInk,PercInk,Cost1,prodmonth,CostSet,CostRun,Cost1log,CostSetlog,CostRunlog,Machine4,ProductCodeEVOL,StyleRSC,StyleRSCL,CuttingDieOthers,CuttingDieUN,Grade40,Grade200,Grade32,FluteC,GlueJointGlue,WRAY,33Medium,26Medium,RockTennMRA,NUGHZ,NUG,40Medium,WRADW,33MediumDW,26MediumDW,Michelman40E,250BoxUnit,500BoxUnit,100Coverage,15PerBundle,BoxWidth55,DCAttachment,EaInkChange,EaPlateChange,ExtGlueTab,FullDieCut,FullPartDC,HHAttachment,Ink50
516,500,5,16,8,11,50,19.625,1,0.15,0.5679408,11,-0.0629,0.6308408,0.489225266,0.323087016,0.512882771,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,240,20,17.75,12,9.5,61.5,22,0,0,0.0994572,10,-0.0024,0.1018572,0.417688205,0.335397717,0.435924595,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,750,5,16.375,8.25,7.5,51,16.0625,1,0.1,-0.1165678,5,-0.1002,-0.0163678,0.380261726,0.315319465,0.416686929,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,450,0,16,12,8,58,20.625,0,0,-0.000786,8,-0.0463,0.045514,0.400721132,0.326499715,0.426862589,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,600,0,13,11.875,9.375,51.75,21.875,0,0,0.0162012,11,-0.008,0.0242012,0.40364342,0.334272757,0.423384826,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,250,0,19.75,15.75,8,73,24.375,0,0,0.102592,12,-0.0227,0.125292,0.418208256,0.331305799,0.439638771,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30904,900,0,8.625,7.375,4.6875,34,12.6875,1,0.2,-0.0553448,6,-0.0131,-0.0422448,0.391200193,0.333245699,0.412360068,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,500,5,12.375,6,12.75,38.6875,19,1,0.15,-0.0693745,7,-0.0654,-0.0039745,0.388717785,0.322570724,0.418744029,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,1000,0,13.375,6.75,4.375,42.25,11.625,1,0.1,0.092,6,0.0232,0.0688,0.416448577,0.340503603,0.430630765,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,900,25,16.375,6.9375,7.3125,48.5625,14.6875,0,0,0.2328474,7,0.077,0.1558474,0.439284398,0.351042206,0.444434268,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,500,0,12,8,8.25,42,16.875,1,0.15,0.502832,11,0.0912,0.411632,0.47996075,0.353781635,0.482627623,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,500,5,13.0625,9.75,8.875,47.625,19.125,1,0.15,0.2503898,12,-0.0116,0.2619898,0.442046293,0.333548027,0.46069291,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,750,0,10.125,10.125,6,42.5,16.625,0,0,0.154028,11,0.0248,0.129228,0.42665353,0.340820737,0.440259484,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,600,5,15.25,10.125,4.875,52.75,15.625,1,0.15,0.499618,2,0.0182,0.481418,0.479498262,0.339511066,0.492490065,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,500,0,16,8,9.5,50,18.125,1,0.15,0.0548872,4,-0.0546,0.1094872,0.410226047,0.324796718,0.437137363,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,125,25,14,14,10.75,58,25.25,1,0.15,-0.0262748,5,-0.0727,0.0464252,0.396299101,0.321059629,0.427010657,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,900,25,13,8.8125,4.0625,45.625,13.1875,2,0.15,-0.013563,5,-0.0224,0.008837,0.398510089,0.331366552,0.420860351,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,625,0,13.5,10.5,5.5,50,16.5,1,0.15,0.0584912,9,0.0098,0.0486912,0.410834236,0.337838479,0.427378658,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,600,0,10.6875,10.6875,8.1875,44.75,19.3125,1,0.15,0.102559,12,-0.0682,0.170759,0.418202785,0.321991748,0.446755471,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,500,0,11,9.25,5.25,42.5,15,1,0.15,-0.1311282,3,-0.0707,-0.0604282,0.377619217,0.321474151,0.409293648,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,500,0,18.75,9.3125,6.0625,58.125,15.8125,1,0.2,-0.0228662,3,0.0007,-0.0235662,0.396893071,0.336019212,0.415487616,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,750,0,12.25,8.625,3.625,43.75,12.875,0,0,0.2142322,1,0.0187,0.1955322,0.436334263,0.339610422,0.450584556,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,375,0,19.25,12.75,4.625,66,17.875,1,0.1,0.0141478,7,-0.0213,0.0354478,0.403291219,0.331589241,0.425223484,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1657,414,23,13.125,9.4375,4.375,47.125,14.375,0,0,0.0029066,12,0.0234,-0.0204934,0.40135804,0.340543258,0.415999975,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,500,5,12.375,6,12.75,38.6875,19,1,0.15,0.1041385,9,0.0224,0.0817385,0.418464585,0.34034495,0.432710448,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1001,500,5,12.375,6,12.75,38.6875,19,2,0.17,-0.0238745,9,-0.0251,0.0012255,0.396717453,0.330819466,0.419604257,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8101,500,25,17,10.625,10,57.25,21.25,1,0.15,-0.0052862,12,0.0457,-0.0509862,0.399943661,0.344942163,0.410888635,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,150,0,15.5,15,17.5,63,33.125,1,0.25,0.1377596,11,-0.0371,0.1748596,0.424000137,0.328379603,0.447391619,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,500,0,13,13,4,54,17.5,1,0.15,0.2866824,12,0.0482,0.2384824,0.447705084,0.345432547,0.457144211,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12878,375,0,23.625,12,7.5,73.25,18.125,1,0.15,-0.1500406,8,0.0576,-0.2076406,0.374162698,0.347271455,0.383636981,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3037,900,0,8.9375,6,11.0625,31.875,17.5625,1,0.15,0.3103506,9,-0.0088,0.3191506,0.451356133,0.334111811,0.469202875,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14054,250,0,22.125,14.75,7.6875,75.75,22.9375,0,0,0.1617066,5,0.0237,0.1380066,0.427900309,0.340602732,0.441640692,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,900,0,10.8125,8.125,7.8125,39.625,16.25,1,0.15,0.356722,11,-0.0668,0.423522,0.4584216,0.322281332,0.484323874,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,300,0,15.6875,12.4375,11.8125,58.25,24.5625,1,0.15,0.0441329,6,0.0598,-0.0156671,0.408406136,0.347700715,0.416803495,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,250,25,14,14,8.75,58,23.25,1,0.15,0.1281655,1,0.1423,-0.0141345,0.422427696,0.363499161,0.417058344,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,450,0,22,14,6,74,20.625,0,0,0.1033391,8,0.0289,0.0744391,0.418332105,0.341632336,0.431538396,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,250,5,18.5,14.625,5.25,68.25,20.5,1,0.05,-0.128672,12,-0.1127,-0.015972,0.378066111,0.312685006,0.416752777,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,600,0,11.625,7.25,13.625,39.75,21.5,1,0.2,-0.001199,4,0.0015,-0.002699,0.400649838,0.336179453,0.418955191,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,500,0,9.5625,8.625,9.125,38.375,18.125,2,0.17,1.7191716,2,0.1753,1.5438716,0.626957838,0.369661059,0.620190042,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13731,1350,0,8.0625,5.5,7.8125,28.875,13.625,1,0.15,-0.1007922,5,-0.0046,-0.0961922,0.383106745,0.334956116,0.40319855,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,500,25,14.625,12.25,6.0625,55.75,18.8125,1,0.2,1.0708676,6,0.0565,1.0143676,0.554817864,0.347056665,0.561222397,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10117,1800,0,9.5,3.5,8.0625,28,12.1875,1,0.15,2.8714546,4,-0.0718,2.9432546,0.73145188,0.321246213,0.745847507,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10742,1350,0,9.125,6.75,8.4375,33.75,15.6875,1,0.25,-0.1322204,6,0.02,-0.1522204,0.377420348,0.339868641,0.393474541,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,150,0,17,12.625,10.375,61.75,24.25,0,0,0.714502,4,0.0642,0.650302,0.509383839,0.348557965,0.515469656,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,250,0,22.125,14,10,74.25,24.375,0,0,0.39749,7,0.1501,0.24739,0.46453974,0.36496352,0.458492325,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,360,0,19,11.375,7.75,62.75,19.625,1,0.2,-0.0266818,7,-0.0249,-0.0017818,0.396228125,0.330860015,0.419106972,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3001,500,5,12.375,6,12.75,38.6875,19,2,0.3,0.3353255,7,-0.0366,0.3719255,0.455175758,0.328481539,0.476914525,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2329,375,0,19.25,12.75,4.625,66,17.875,1,0.2,4.8667202,11,1.1312,3.7355202,0.86826622,0.518290155,0.803605065,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3148,500,0,12,8,8.25,42,16.875,1,0.15,1.0279024,11,0.1532,0.8747024,0.549585513,0.36554414,0.544235426,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,625,0,13.375,6.75,8.75,42.25,16,1,0.15,0.1219792,3,0.1696,-0.0476208,0.421410754,0.368602959,0.41145572,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,480,20,13.5,13.25,5.5,55.5,19.375,0,0,0.0322958,7,0.0126,0.0196958,0.406394131,0.338396724,0.422646068,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2882,750,0,8.75,7.875,16.125,35.25,24.625,0,0,0.7215768,4,0.1111,0.6104768,0.510333656,0.357591848,0.510159282,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,900,0,10.8125,8.125,7.75,39.625,16.1875,2,0.25,-0.321413,7,-0.3245,0.003087,0.341520346,0.265431067,0.419911788,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2917,240,15,22,11,11.25,68,22.75,1,0.1,0.1840602,7,-0.0385,0.2225602,0.43150963,0.328094058,0.454724003,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,12,25,22,14,12,74,26.625,1,0.02,0.5121925,8,0.0787,0.4334925,0.481304908,0.351371077,0.485741196,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2092,750,5,14.25,10.75,4.25,51.75,15.3125,1,0.15,0.9488096,10,-0.0341,0.9829096,0.539785503,0.328990855,0.557453832,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,180,0,18.5,14.25,8.375,68,23.875,0,0,-0.0137688,5,-0.0444,0.0306312,0.398474383,0.32688862,0.424436992,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2161,270,15,19.25,9.5,9.5,59.5,19.625,0,0,0.1837418,11,-0.0499,0.2336418,0.43145843,0.325761885,0.456409855,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1056,1000,0,15.625,8.125,5.875,49.5,10.1875,1,0.2,-0.0640072,4,-0.0779,0.0138928,0.389669149,0.319980017,0.421692685,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,750,5,11.5,9.375,4.375,43.75,14.25,1,0.15,-0.0804628,3,-0.0779,-0.0025628,0.386745739,0.319980017,0.418977733,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,750,0,13.75,10.75,6.375,51,17.625,0,0,-0.0770762,9,-0.0289,-0.0481762,0.387348994,0.330048325,0.411362184,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,500,0,16,8,8.25,50,16.875,1,0.15,0.554724,11,0.0713,0.483424,0.48736053,0.349937697,0.492770276,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13097,375,0,23.625,12,7.5,73.25,18.125,1,0.15,-0.2706669,3,-0.0493,-0.2213669,0.351444537,0.325884944,0.381165622,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1649,750,0,11.5625,6,11.5625,37.0625,18.0625,1,0.15,0.3687362,10,-0.0779,0.4466362,0.460233571,0.319980017,0.487602554,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1051,750,0,11.5625,6,11.5625,37.0625,18.0625,4,0.32,-0.3646762,4,-0.569,0.2043238,0.332876694,0.203603952,0.451935359,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1090,500,0,9.5625,8.625,9.125,38.375,18.125,2,0.17,0.017942,10,-0.0788,0.096742,0.40394178,0.319792888,0.435109647,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,500,5,18.375,10.375,4.375,59.5,15.25,1,0.15,-0.0937678,12,-0.0568,-0.0369678,0.384367574,0.324344199,0.413245935,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20311,500,0,11.375,10,6.3125,44.75,16.8125,2,0.15,-0.2436882,12,-0.0772,-0.1664882,0.356629738,0.320125506,0.390963106,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4043,500,5,13.0625,9.75,8.875,47.625,19.125,1,0.15,-0.0741466,1,-0.056,-0.0181466,0.387870168,0.324508806,0.416390874,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46360,720,20,9.25,9.25,9.625,39.25,19.3125,0,0,-0.115796,12,-0.585,0.469204,0.380401349,0.199233931,0.490780022,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,250,0,17.25,11.5,6,59.5,18.125,1,0.15,0.0143246,5,-0.0332,0.0475246,0.403321555,0.329174063,0.42718924,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20487,600,0,15.6875,12.4375,11.8125,58.25,24.5,2,0.15,0.0332405,8,-0.0683,0.1015405,0.406555048,0.321971056,0.435874183,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,300,0,17.625,11.5,12,60,23.8125,0,0,0.0175952,7,-0.0266,0.0441952,0.403882357,0.330515232,0.426648197,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10153,400,0,19.625,15.625,10.375,72.25,26.4375,2,0.7,0.5050163,9,-0.3033,0.8083163,0.480274786,0.270399307,0.535922076,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8001,625,0,13.375,6.75,8.875,42.25,16.125,1,0.15,-0.0489662,4,-0.0368,-0.0121662,0.392324144,0.328440767,0.417385424,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,1125,0,9.5,7.0625,4.75,35.125,12.25,1,0.15,0.192355,1,-0.0875,0.279855,0.432841355,0.317979809,0.463370596,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2502,750,0,11.5625,6,11.5625,37.0625,18.0625,2,0.2,0.1884676,6,0.0747,0.1137676,0.432217744,0.350596865,0.437816241,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,750,0,11.5625,6,11.5625,37.0625,18.0625,1,0.15,0.1434352,10,0.1271,0.0163352,0.424927676,0.360631275,0.422094205,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1051,750,0,11.5625,6,11.5625,37.0625,18.0625,2,0.2,0.2175238,2,0.0336,0.1839238,0.436857376,0.342560843,0.448794499,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,300,0,21,13,8.125,70.125,24.0625,1,0.15,0.5021529,1,0.4476,0.0545529,0.47986307,0.417421867,0.428329162,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10116,400,0,19.625,15.625,10.375,72.25,26.4375,1,0.6,0.0084016,11,0.155,-0.1465984,0.402304105,0.365880918,0.394460156,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
158,600,0,18.1875,8.625,7.625,55.625,16.875,1,0.15,0.0049404,9,-0.016,0.0209404,0.401708436,0.3326606,0.422850273,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,250,0,21,12.8125,13.0625,69.625,26.4375,1,0.15,0.095345,1,-0.0363,0.131645,0.417005062,0.328542688,0.440640208,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,300,0,15.6875,12.4375,11.8125,58.25,24.5625,1,0.2,0.03665,3,0.033,0.00365,0.407135318,0.342442421,0.420004757,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5439,125,0,21.625,17.3125,15.0625,79.875,32.9375,0,0,0.2599021,8,0.1082,0.1517021,0.443536608,0.357038667,0.443786783,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,1500,5,9.75,5.4375,3.875,32.375,9.75,1,0.15,0.03327,7,-0.1235,0.15677,0.406560072,0.310395894,0.444578244,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,500,25,14.625,12.25,6.0625,55.75,18.8125,1,0.2,0.1943336,6,0.1903,0.0040336,0.433158416,0.372433279,0.420068089,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,900,0,11.625,11.625,4.125,48.5,16.25,0,0,0.0388908,9,-0.0591,0.0979908,0.407516262,0.323870607,0.435308746,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,250,0,14,14,9.75,58,24.25,0,0,0.0426499,9,0.0209,0.0217499,0.408154574,0.340047318,0.422983038,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,300,0,15,10,14,52,24.5,0,0,-0.0301944,5,-0.0238,-0.0063944,0.395615081,0.331082964,0.418343127,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4026,500,5,12.375,6,12.75,38.6875,19,2,0.17,-0.031137,7,-0.1184,0.087263,0.395450425,0.311478367,0.433595409,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,900,0,12.5,5.9375,7.625,38.875,14.125,2,0.25,0.4616814,11,0.4491,0.0125814,0.474001716,0.417670941,0.421476943,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30152,1350,0,9.625,5.5,7.1875,32.25,13.1875,1,0.15,0.0314376,2,-0.0252,0.0566376,0.406247896,0.330799191,0.428666706,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,250,25,17.375,10.25,12.75,57.25,23.625,1,0.25,0.5621218,6,0.0929,0.4692218,0.48840526,0.354108439,0.490782519,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,250,0,16.25,12.5,11.125,59.5,24.25,1,0.25,-0.0392735,12,-0.056,0.0167265,0.394026512,0.324508806,0.422158499,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,500,5,12.375,6,12.75,38.6875,19,1,0.15,0.14195,12,0.0953,0.04665,0.424685147,0.354569392,0.427047179,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34474,750,25,15.125,7.5,4.75,47.25,12.75,1,0.15,-0.3424788,8,-0.0941,-0.2483788,0.337333048,0.316599302,0.376260792,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,900,0,10.8125,8.1875,9.4375,39.75,17.875,2,0.3,-0.4958435,11,-0.5553,0.0594565,0.305567023,0.207311151,0.42912271,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
