GrossQTYRan,NumPerUnit,NumPerBundle,BoxLength,BoxWidth,BoxDepth,SheetLength,SheetWidth,NumInk,PercInk,Cost1,prodmonth,CostSet,CostRun,Cost1log,CostSetlog,CostRunlog,Machine4,ProductCodeEVOL,StyleRSC,StyleRSCL,CuttingDieOthers,CuttingDieUN,Grade40,Grade200,Grade32,FluteC,GlueJointGlue,WRAY,33Medium,26Medium,RockTennMRA,NUGHZ,NUG,40Medium,WRADW,33MediumDW,26MediumDW,Michelman40E,250BoxUnit,500BoxUnit,100Coverage,15PerBundle,BoxWidth55,DCAttachment,EaInkChange,EaPlateChange,ExtGlueTab,FullDieCut,FullPartDC,HHAttachment,Ink50
2501,500,5,12.375,6,12.75,38.6875,19,2,0.17,0.0402755,9,-0.0156,0.0558755,0.4077515,0.33274135,0.428543341,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5147,500,5,21.4375,8,11.9375,60.875,20.5625,1,0.05,0.2176686,3,0.0559,0.1617686,0.436880374,0.346939463,0.445357473,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35800,750,25,15.125,7.375,5.5,47,13.375,0,0,0.09134,8,-0.0202,0.11154,0.416338693,0.331811816,0.437463073,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,500,0,14,14,6.75,58,21.25,1,0.15,0.2637532,4,0.0054,0.2583532,0.444138518,0.336959785,0.460145817,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,120,5,22,9.5,9.5,65,19.625,1,0.1,0.1976972,7,0.0434,0.1542972,0.433696886,0.344490519,0.444192244,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,500,25,17.25,10,4.75,56.5,15.375,1,0.1,-0.0229312,7,-0.0466,0.0236688,0.396881752,0.326438277,0.423297593,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,360,0,19,11.375,7.75,62.75,19.625,1,0.2,0.163127,12,-0.0168,0.179927,0.428130548,0.332499055,0.448176467,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6382,900,0,9.875,7.25,12.375,36.25,20.125,1,0.1,0.0823116,7,0.0034,0.0789116,0.414832747,0.33655979,0.432256913,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,360,0,14.375,9.5,10,50.25,20.625,4,0.25,-0.6458555,2,-0.8652,0.2193445,0.272071768,0.114577627,0.454233568,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5529,240,20,18.25,10,8.25,58.5,18.875,0,0,0.0354802,9,-0.0244,0.0598802,0.406936315,0.33096137,0.42919121,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10405,500,25,17.5625,12.25,4.9375,61.625,17.6875,1,0.15,0.621289,6,0.009,0.612289,0.496671733,0.337678849,0.51040234,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,500,0,13.0625,9.75,8.875,47.625,19.125,1,0.15,-0.0299592,4,-0.0155,-0.0144592,0.395656157,0.332761536,0.417004364,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9977,400,25,22,13,13,71.75,26.4375,1,0.01,-0.4568519,2,-0.3907,-0.0661519,0.313866145,0.249540765,0.408323915,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
601,150,0,12.5,12.5,16.75,52.5,30.375,1,0.15,0.098529,3,0.0559,0.042629,0.417534101,0.346939463,0.426393449,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10097,250,5,21,15.5,4,75,20,1,0.15,0.1638264,12,-0.0754,0.2392264,0.428243873,0.320499396,0.457256971,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,500,25,14.625,12.25,6.0625,55.75,18.8125,1,0.2,0.6234166,10,0.0263,0.5971166,0.496966077,0.341117839,0.50836316,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,900,0,9.5,8.4375,7.375,37.875,16.25,1,0.25,-0.2574166,8,0.0265,-0.2839166,0.353998929,0.341157437,0.369722276,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,300,0,15.6875,12.4375,11.8125,58.25,24.5625,1,0.2,0.0354315,8,-0.0067,0.0421315,0.406928028,0.334534169,0.426312498,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13297,500,0,15.625,7.875,5.375,49,13.875,2,0.15,0.0373386,10,-0.0466,0.0839386,0.407252418,0.326438277,0.433063095,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,600,0,10.5,8.875,13.125,40.75,22.625,0,0,0.0292168,8,0.0264,0.0028168,0.405869248,0.341137639,0.419867163,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,500,5,12.375,6,12.75,38.6875,19,2,0.3,0.4516255,12,0.0416,0.4100255,0.472533001,0.344136731,0.482397928,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,500,0,12.875,12.875,9.125,53.5,22.5,0,0,0.0249788,8,-0.0038,0.0287788,0.405145749,0.33511675,0.424134138,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18168,500,25,17.25,12.25,5,61,17.625,1,0.02,-0.2059216,12,-0.041,-0.1649216,0.363785888,0.327583687,0.391239571,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3113,600,0,11,9.1875,9.9375,42.375,19.4375,1,0.25,0.2291194,1,-0.0457,0.2748194,0.438695187,0.326622565,0.462617516,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,500,0,16.5,8.75,12.625,52.5,21.875,2,0.3,-0.1279662,9,-0.1019,-0.0260662,0.378194444,0.314962116,0.415070318,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,240,15,15.5,10.5,7.5,54,18.625,1,0.05,-0.0131681,5,-0.0457,0.0325319,0.398578595,0.326622565,0.424747523,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5201,375,25,15,12.625,6.75,57.25,19.875,0,0,0.1135938,8,-0.0302,0.1437938,0.420028499,0.329784199,0.442548843,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,500,25,12.6875,7.875,9.5625,43.125,17.9375,1,0.2,0.196979,7,-0.037,0.233979,0.433581967,0.328399992,0.456461051,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,1000,0,13.375,6.875,5.125,42.5,12.5,0,0,0.2839818,6,-0.0122,0.2961818,0.447286532,0.333427121,0.465803348,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,125,5,20.375,18.125,9.25,79,27.875,1,0.15,0.099822,8,0.0373,0.062522,0.417748756,0.343290402,0.429618064,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24815,600,0,11.5,7.625,3.75,40.25,11.875,1,0.1,0.368247,6,-0.0593,0.427547,0.460159937,0.3238294,0.484896591,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,500,5,12.375,6,12.75,38.6875,19,2,0.17,0.1433755,2,0.0246,0.1187755,0.42491793,0.340781108,0.438609157,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2579,500,25,10.625,10.625,13.4375,44.5,19,1,0.15,0.0005702,10,-0.0349,0.0354702,0.400955161,0.328827939,0.425227139,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1000,0,15.625,8.125,5.875,49.5,10.1875,1,0.2,-0.0513594,4,-0.0616,0.0102406,0.391902787,0.323355246,0.421091585,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,500,5,14.125,10.25,9.625,50.75,20.375,0,0,0.1601462,4,0.0006,0.1595462,0.427647236,0.335999178,0.445011197,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23595,1350,0,7.9375,5.25,8.0625,28.375,13.9375,1,0.05,0.138511,3,0.0987,0.039811,0.424123049,0.355221572,0.425934715,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10204,400,25,19.625,15.625,10.375,72.25,26.4375,2,0.75,2.0424372,10,0.4211,1.6213372,0.658896645,0.412997833,0.628182872,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8113,600,0,11.5,7.5,7,40,15.125,0,0,0.1208194,8,0.022,0.0988194,0.421219834,0.340265601,0.4354408,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,500,0,12,8,8.25,42,16.875,1,0.15,0.2065672,8,-0.0807,0.2872672,0.435113666,0.319397574,0.46447673,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13168,375,0,23.625,12,7.5,73.25,18.125,1,0.15,-0.2663736,11,-0.0399,-0.2264736,0.352273845,0.327808324,0.380242582,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1056,750,5,12.5,8.4375,6.25,43.875,15.25,1,0.15,-0.0084072,9,-0.0288,0.0203928,0.399403648,0.330068636,0.422760438,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,500,25,12,12,3,50,15.5,1,0.15,0.3040942,2,0.1015,0.2025942,0.450394003,0.355757928,0.451669943,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,500,0,14,11,5,52,16.625,1,0.15,-0.005093,4,-0.0579,0.052807,0.399977068,0.324117763,0.428046273,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,500,25,17.25,10,4.75,56.5,15.375,0,0,0.0263618,7,0.0539,-0.0275382,0.405381983,0.346548559,0.414824426,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,375,0,23.375,14.25,5.5,77.25,20.25,0,0,0.251594,11,0.0198,0.231794,0.442235241,0.339828925,0.456129202,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3751,625,0,12.5,7.25,7.6875,41.5,15.4375,0,0,-0.0115162,8,-0.0552,0.0436838,0.398865043,0.32467335,0.426565032,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,600,0,9.4375,9.4375,9.6875,39.75,19.4375,3,0.65,0.287137,10,0.0579,0.229237,0.4477755,0.347330015,0.455740533,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4490,750,0,8.5,7.625,5.875,34.25,14,0,0,-0.062138,5,0.002,-0.064138,0.38999998,0.336279574,0.408665365,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,500,0,14.5,7.625,3.875,46.25,12,2,0.15,0.6841338,12,0.0251,0.6590338,0.505283042,0.340880173,0.516625344,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,400,0,19.625,15.625,10.375,72.25,26.4375,1,0.6,0.987541,1,0.6739,0.313641,0.54461216,0.453471234,0.468389842,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2001,500,0,16.5,8.75,12.625,52.5,21.875,1,0.15,-0.0887662,3,-0.0671,-0.0216662,0.385263099,0.322219295,0.415804493,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,375,5,21.25,12.875,3,70.25,16.5,0,0,-0.0233524,4,0.0103,-0.0336524,0.396808397,0.337938219,0.413801579,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14676,900,0,10.75,8,4,39.5,12.5,0,0,0.3708488,7,0.0509,0.3199488,0.460551411,0.345961542,0.469320536,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,500,0,19.5,11.5,5,64,17,1,0.2,0.0003504,12,-0.0366,0.0369504,0.40091724,0.328481539,0.42546855,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9821,500,25,17.5625,12.25,4.9375,61.625,17.6875,1,0.15,-0.0750502,2,-0.0432,-0.0318502,0.387709485,0.327134065,0.41410332,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,300,0,17.1875,15.6875,10,67.75,26.25,1,0.1,0.0458496,9,0.0384,0.0074496,0.408697159,0.343507062,0.420631665,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1800,0,9,6,3.75,32,10.25,1,0.2,0.1531604,8,-0.0066,0.1597604,0.426512432,0.334554271,0.445044584,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,500,25,14.5,11.125,6.25,53.25,18,0,0,-0.0726452,6,-0.0352,-0.0374452,0.388137024,0.32876683,0.413165867,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,300,0,25.125,17,6.6875,86.25,24.1875,0,0,0.2135112,7,0.0509,0.1626112,0.436219595,0.345961542,0.445488687,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,750,5,8,8,8,34,16.5,1,0.15,0.287976,9,0.2421,0.045876,0.447905429,0.381872854,0.426921419,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19845,300,15,11.5,8.9375,9,43.6875,18.9375,1,0.25,2.068715,8,0.1729,1.895815,0.661392551,0.369215857,0.655374907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,500,25,13.25,12.5,11.5,53.5,24.625,1,0.15,0.2615825,2,0.0265,0.2350825,0.44379935,0.341157437,0.45662855,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,500,5,12.375,6,12.75,38.6875,19,3,0.22,0.1201255,10,0.0016,0.1185255,0.421105568,0.336199479,0.438569608,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12583,500,0,15.625,7.875,5.375,49,13.875,2,0.15,0.0827054,5,0.0998,-0.0170946,0.414898543,0.355432362,0.416565989,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,500,5,12,9.8125,5.375,45.625,15.625,0,0,-0.1380662,1,-0.0152,-0.1228662,0.376354388,0.332822086,0.39859627,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,900,25,13,8.8125,4.0625,45.625,13.1875,1,0.15,0.2199976,10,0.0529,0.1670976,0.437250107,0.346352974,0.44618667,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,240,20,20,11.125,10.5,64.25,22.25,0,0,0.0193632,12,-0.0333,0.0526632,0.404185211,0.329153711,0.428022965,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3003,500,0,9.5625,8.625,9.125,38.375,18.125,2,0.17,-0.1606986,2,-0.1405,-0.0201986,0.372202604,0.306768038,0.416049098,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004,500,5,12.375,6,12.75,38.6875,19,2,0.17,0.008602,9,-0.1983,0.206902,0.402338568,0.294201601,0.452330697,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1571,250,0,20,13,14,68,27.375,0,0,-0.0240824,6,-0.0294,0.0053176,0.396681234,0.329946757,0.420280011,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10100,400,20,19.8125,15.5625,10.6875,72.5,26.625,2,0.25,1.11503,7,0.1717,0.94333,0.560131108,0.368993085,0.552665394,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,300,0,15.6875,12.4375,11.8125,58.25,24.5625,1,0.2,0.16675,4,0.1556,0.01115,0.428717265,0.36599312,0.421241337,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,500,5,15.5,8.5,11.875,50,20.875,1,0.15,2.0096366,12,0.2626,1.7470366,0.655760932,0.385552654,0.640847342,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,405,0,19.125,9.5,10.5,59.25,19.125,1,0.5,1.3488706,10,-0.1125,1.4613706,0.587230102,0.312727284,0.611512736,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,300,0,15.6875,12.4375,11.8125,58.25,24.5625,1,0.15,0.0074,8,0.0051,0.0023,0.402131814,0.336899809,0.419781798,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,450,0,15.75,13.125,5.5,59.75,19.25,0,0,-0.0035128,10,-0.0261,0.0225872,0.400250206,0.330616667,0.42312032,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,150,0,19,14,5.5,68.5,20.75,0,0,1.213304,3,-0.043,1.256304,0.57172639,0.327174959,0.589161888,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1982,500,0,12,12,8,50,20.5,0,0,0.0740916,2,-0.0097,0.0837916,0.413457088,0.333930674,0.433039542,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7778,1200,0,9.75,9.75,7.25,40.75,17.3125,0,0,0.1738942,1,-0.0206,0.1944942,0.429871896,0.331730893,0.450424793,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3971,240,20,17.75,12,9.5,61.5,22,0,0,0.0179546,12,-0.0338,0.0517546,0.403943938,0.329051933,0.427875663,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,240,20,18.25,10,8.25,58.5,18.875,0,0,0.2496488,3,-0.0183,0.2679488,0.441929984,0.332195995,0.461587898,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,500,0,9.625,9.625,16.375,40.5,26.5,2,0.25,0.0375338,2,-0.0208,0.0583338,0.407285607,0.331690426,0.428941152,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,250,0,18.5,16.25,4.75,71.5,21.375,1,0.25,0.3929,8,-0.0247,0.4176,0.463855199,0.33090056,0.483479858,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,500,5,12.375,6,12.75,38.6875,19,1,0.15,0.0477255,1,0.0126,0.0351255,0.409014947,0.338396724,0.425170901,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
934,900,0,14.625,10.5,4,52.25,15.125,0,0,0.0146692,7,-0.0222,0.0368692,0.403380677,0.331407049,0.42545531,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,500,5,20,8.25,10,58.5,18.875,0,0,-0.0148882,11,-0.0549,0.0400118,0.398280119,0.324735038,0.425967419,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,500,0,13.375,6.875,5.125,42.5,12.5,2,0.2,-0.0990324,5,-0.086,-0.0130324,0.38342296,0.318292949,0.417241514,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,1000,0,10.375,6.9375,3.5625,36.625,10.6875,2,0.15,0.3940956,9,0.4231,-0.0290044,0.464033612,0.413333299,0.414579364,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1350,0,9,6,5,32,11.625,0,0,0.0554026,1,-0.0349,0.0903026,0.410313075,0.328827939,0.43408155,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,300,0,13,13,11.75,54,25.25,1,0.2,0.1361981,8,-0.0366,0.1727981,0.4237446,0.328481539,0.447071924,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4701,500,5,13,7.625,8.375,43.25,16.5,1,0.15,-0.1080062,9,-0.0504,-0.0576062,0.381808062,0.32565931,0.409770968,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10039,280,20,20,15.25,12,72.5,29.0625,1,0.01,1.3780226,3,0.5582,0.8198226,0.5904929,0.435414316,0.537374427,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1508,625,25,10.5,10,6.25,43,16.875,1,0.2,0.2516704,1,-0.0332,0.2848704,0.442247226,0.329174063,0.46411936,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,500,5,10,10,8,42,18.5,1,0.15,0.5080182,3,0.3579,0.1501182,0.480705997,0.402261382,0.443539127,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,900,0,10.8125,8.125,7.75,39.625,16.1875,2,0.25,-0.261885,8,-0.4325,0.170615,0.353139189,0.239199342,0.446733115,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1181,1800,0,10.375,6.9375,3.625,36.625,11,1,0.15,-0.0332822,5,-0.0907,0.0574178,0.395075461,0.31731102,0.428792964,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,375,25,15.625,11.875,9,57,21.375,0,0,0.1243436,1,-0.0861,0.2104436,0.42179971,0.31827208,0.452873174,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13316,375,0,23.625,12,7.5,73.25,18.125,1,0.15,0.2760068,10,-0.0921,0.3681068,0.446048171,0.317018101,0.476361096,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
